ID,Name,Number,Street,ZIP,Phone,Cuisine,An Inspection,,,,Score,,,,Lat,Lng,List of Violation Codes
41128262,BRUNO RAVIOLI,282284,1 AVENUE,10009,2122542156,American,6/16/2012,Establishment re-opened by DOHMH,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,14,6/16/2012,11/14/2014,Cycle Inspection / Reopening Inspection,40.732916,-73.981027,04L
41554853,LIBERTY VIEW CHINESE RESTAURANT,21,SOUTH END AVENUE,10280,2127861888,Chinese,4/4/2012,Establishment re-opened by DOHMH,04M,Live roaches present in facility's food and/or non-food areas.,15,4/4/2012,11/14/2014,Cycle Inspection / Reopening Inspection,40.70818,-74.017824,04M
41022471,NEW VENUS RESTAURANT,252,8 AVENUE,10011,2122430980,American,1/28/2013,Establishment re-opened by DOHMH,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",15,1/28/2013,11/14/2014,Cycle Inspection / Reopening Inspection,40.74501,-73.998391,04N
41569904,SWAGAT,411,AMSTERDAM AVENUE,10024,7187374235,Indian,3/12/2012,Establishment re-opened by DOHMH,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,15,3/12/2012,11/14/2014,Cycle Inspection / Reopening Inspection,40.783486,-73.97778,04L-06D
41472986,FUJI JAPANESE RESTAURANT,238,WEST   56 STREET,10019,2125869888,Japanese,11/23/2012,Establishment re-opened by DOHMH,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,15,11/23/2012,11/14/2014,Cycle Inspection / Reopening Inspection,40.765627,-73.982784,04K-02G-04N
41298697,MARILU & DEYSI RESTAURANT,206,AUDUBON AVENUE,10033,2127956909,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1/2/2013,Establishment re-opened by DOHMH,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,16,1/2/2013,11/14/2014,Cycle Inspection / Reopening Inspection,40.845282,-73.935235,04L-06D
40560896,YAKITORI TAISHO,5,ST MARKS PLACE,10003,2122285086,Japanese,4/16/2013,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,17,4/16/2013,11/14/2014,Cycle Inspection / Re-inspection,40.729529,-73.989254,04L-06A-02G
41479962,CHOCOLAT,2217,FREDERICK DOUGLASS BOULEVARD,10026,2122224545,American,11/12/2011,Establishment re-opened by DOHMH,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",17,11/12/2011,11/14/2014,Cycle Inspection / Reopening Inspection,40.806926,-73.953947,04H-06C
40402205,PIADINA RESTAURANT,57,WEST 10 STREET,10011,2124608017,Italian,9/28/2011,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,17,9/28/2011,11/14/2014,Cycle Inspection / Re-inspection,40.734672,-73.997848,04L-02G-05D-06C
41669694,AKITA SUSHI,1771,1 AVENUE,10128,2128288668,Japanese,8/5/2013,Establishment re-opened by DOHMH,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",18,8/5/2013,11/14/2014,Cycle Inspection / Reopening Inspection,40.780568,-73.947083,06D-04M
50002555,IRON SUSHI,440,3 AVENUE,10016,2124475822,Japanese,12/18/2013,Establishment re-opened by DOHMH,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",18,12/18/2013,11/14/2014,Pre-permit (Operational) / Reopening Inspection,40.743644,-73.979926,06D-04L
41071907,LENOX FAST FOOD,657,LENOX AVENUE,10037,2122815812,American,12/22/2011,Establishment re-opened by DOHMH,04M,Live roaches present in facility's food and/or non-food areas.,19,12/22/2011,11/14/2014,Cycle Inspection / Reopening Inspection,40.819035,-73.937358,04M-04N-06D
41399360,NEW RONG HANG RESTAURANT,38,ELDRIDGE STREET,10002,2126258999,Chinese,5/17/2011,Establishment re-opened by DOHMH,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",20,5/17/2011,11/14/2014,Cycle Inspection / Reopening Inspection,40.71563,-73.992952,04H-04L
40375376,AGRA RESTAURANT,807,LEXINGTON AVENUE,10065,2123088281,Indian,11/2/2011,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",28,11/2/2011,11/14/2014,Cycle Inspection / Re-inspection,40.76417,-73.966434,06E-04L-06A-06C
41393791,HOTEL CHANTELLE,92,LUDLOW STREET,10002,2122549100,American,6/21/2011,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",28,6/21/2011,11/14/2014,Cycle Inspection / Re-inspection,40.718382,-73.988954,04J-04N-04H-02A
41199657,FREDERIC FEKKAI NEW YORK,712,5 AVENUE,10019,2127539500,American,12/6/2012,Violations were cited in the following area(s).,05H,"No facilities available to wash, rinse and sanitize utensils and/or equipment.",28,12/6/2012,11/14/2014,Cycle Inspection / Re-inspection,40.762406,-73.97508,05H
41427945,EL PORRON,1123,1 AVENUE,10065,2122078349,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8/1/2011,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",28,8/1/2011,11/14/2014,Cycle Inspection / Re-inspection,40.761328,-73.961111,04H-04N-06C
40973003,THE PATRIOT SALOON,110,CHAMBERS STREET,10007,2127481162,American,10/12/2011,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,28,10/12/2011,11/14/2014,Cycle Inspection / Re-inspection,40.714871,-74.008317,04K-06D-04N
41450085,VINNY VINCENZ,231,1 AVENUE,10003,2126740707,Pizza,12/21/2011,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,28,12/21/2011,11/14/2014,Cycle Inspection / Re-inspection,40.731155,-73.983044,05D-06D-04M
41475946,GRAND SICHUAN,1923,ST MARKS PLACE,10003,2125294800,Chinese,4/30/2014,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",28,4/30/2014,11/14/2014,Cycle Inspection / Re-inspection,40.729177,-73.988647,06C-02G-04L
41218916,TINA'S RESTAURANT,23,WEST 56 STREET,10019,2123154313,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3/25/2014,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",28,3/25/2014,11/14/2014,Cycle Inspection / Re-inspection,40.763068,-73.975708,06E-06B-04D-06C
40528297,VIA ITALIA RISTORANTE,45,WEST   46 STREET,10036,2123986966,Italian,3/27/2013,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,28,3/27/2013,11/14/2014,Cycle Inspection / Re-inspection,40.756994,-73.980701,04M-02B-02G
40732665,KATZ'S DELICATESSEN,205,EAST HOUSTON STREET,10002,2122542246,Delicatessen,12/30/2013,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,28,12/30/2013,11/14/2014,Cycle Inspection / Re-inspection,40.722217,-73.987501,06F-04D-06E
41599911,INCOGNITO BISTRO,30,WEST   18 STREET,10011,2124141231,Continental,3/31/2014,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,28,3/31/2014,11/14/2014,Cycle Inspection / Re-inspection,40.739078,-73.993618,04M-02B-04J-04L
41606848,BAOHAUS,238,EAST   14 STREET,10003,6466698889,Chinese,6/13/2012,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,28,6/13/2012,11/14/2014,Cycle Inspection / Re-inspection,40.732386,-73.985791,04L-06D-04A
40837561,BREAD,20,SPRING STREET,10012,2123341015,Italian,2/4/2014,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",28,2/4/2014,11/14/2014,Cycle Inspection / Re-inspection,40.721208,-73.995135,06E-04L-04A
41193088,MOJITO'S,227,EAST 116 STREET,10029,2128288635,Mexican,11/18/2013,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",28,11/18/2013,11/14/2014,Cycle Inspection / Re-inspection,40.797709,-73.938706,04N-04K-04M-04J-02G
40600516,CAFFE PALERMO,148,MULBERRY STREET,10013,2124314205,Italian,10/29/2013,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,28,10/29/2013,11/14/2014,Cycle Inspection / Re-inspection,40.718992,-73.99729,04C-04M-06A
41318801,CHARLOTTE RESTAURANT BAR & LOUNGE,145,WEST   44 STREET,10036,2127684400,American,12/1/2011,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,28,12/1/2011,11/14/2014,Cycle Inspection / Re-inspection,40.757064,-73.984705,06F-02G-04N-05D-04N
41529297,JOSEPHINE,40,HARRISON STREET,10013,6467264113,French,1/6/2014,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,28,1/6/2014,11/14/2014,Cycle Inspection / Re-inspection,40.719112,-74.010882,04M-06D-04A-04H
41704189,SALVO'S,1477,YORK AVENUE,10075,6465901925,Pizza/Italian,9/26/2013,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",28,9/26/2013,11/14/2014,Cycle Inspection / Re-inspection,40.770926,-73.951132,04N-06E-02B-06D
40511645,RESTIVO RISTORANTE,209,7 AVENUE,10011,2123664133,Italian,7/16/2012,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,28,7/16/2012,11/14/2014,Cycle Inspection / Re-inspection,40.743407,-73.995822,04A-02G-04L
41387920,MANCHESTER PUB,920,2 AVENUE,10017,2129358901,American,1/23/2012,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",28,1/23/2012,11/14/2014,Cycle Inspection / Re-inspection,40.75398,-73.968837,06D-04L-04N-02G-06C
41685081,85 CHINESE RESTAURANT,85,CHRYSTIE STREET,10002,2126800118,Chinese,6/3/2013,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,28,6/3/2013,11/14/2014,Cycle Inspection / Re-inspection,40.717531,-73.994439,04M-02G-06D-02B
41309940,ARTICHOKE PIZZA & BREWERY,328,EAST   14 STREET,10003,2122282004,Pizza,4/23/2014,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",28,4/23/2014,11/14/2014,Cycle Inspection / Re-inspection,40.731605,-73.983905,04J-02G-04L
41336612,LE POISSON ROUGE,158,BLEECKER STREET,10012,2125053474,French,3/13/2012,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",28,3/13/2012,11/14/2014,Cycle Inspection / Re-inspection,40.728475,-74.000052,06D-05D-06E
41247170,TIFFIN WALLA,127,EAST   28 STREET,10016,2126857301,Indian,11/4/2010,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,28,11/4/2010,11/14/2014,Cycle Inspection / Re-inspection,40.742976,-73.98274,04M-06C-06E
41240360,MOLLY PITCHERS ALE HOUSE,1641,2 AVENUE,10028,2122493068,American,6/19/2013,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",28,6/19/2013,11/14/2014,Cycle Inspection / Re-inspection,40.77741,-73.952434,06D-04C-06A
41643561,JERUSALEM CAFE,35,WEST   36 STREET,10018,2123981475,Jewish/Kosher,6/4/2013,Violations were cited in the following area(s).,05H,"No facilities available to wash, rinse and sanitize utensils and/or equipment.",28,6/4/2013,11/14/2014,Cycle Inspection / Re-inspection,40.75072,-73.985286,05H-02B-06D
41660323,KENNEDY FRIED CHICKEN,536,EAST 14 STREET,10009,2125296166,Chicken,4/3/2013,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,28,4/3/2013,11/14/2014,Pre-permit (Operational) / Re-inspection,40.729466,-73.97878,04L-04L-04A
41388484,ABOTTEGA,14,BEDFORD STREET,10014,2126759080,Italian,7/3/2012,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,28,7/3/2012,11/14/2014,Cycle Inspection / Re-inspection,40.729171,-74.003282,04L-04C-02B
41521287,WEST NEW MALAYSIA RESTAURANT,4648,BOWERY,10013,2129640284,Asian,5/23/2013,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",28,5/23/2013,11/14/2014,Cycle Inspection / Re-inspection,40.72035,-73.994104,06D-02C-04A-02H
41626468,WORTH CAFE,111,WORTH STREET,10013,2123741000,American,5/7/2012,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",28,5/7/2012,11/14/2014,Cycle Inspection / Re-inspection,40.716136,-74.003638,06E-02G-04H
41555344,FRESH WOK,1777,1 AVENUE,10128,2128287688,Chinese,2/1/2012,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",28,2/1/2012,11/14/2014,Cycle Inspection / Re-inspection,40.780619,-73.946904,06E-06F-06D-04L
41304210,BLK MKT,110,AVENUE A,10009,2126149798,American,5/10/2013,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",28,5/10/2013,11/14/2014,Cycle Inspection / Re-inspection,40.725839,-73.983485,04J-05F-02G
40825908,POLANCO RESTAURANT BBQ,2421,ADAM CLAYTON POWELL JR B,10030,2128621090,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",5/22/2014,Violations were cited in the following area(s).,05F,Insufficient or no refrigerated or hot holding equipment to keep potentially hazardous foods at required temperatures.,28,5/22/2014,11/14/2014,Cycle Inspection / Re-inspection,40.819193,-73.94052,05F-02G-04J
50001832,AMUSE WINE BAR,121,LUDLOW STREET,10002,2124770100,American,7/16/2014,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",28,7/16/2014,11/14/2014,Cycle Inspection / Re-inspection,40.719723,-73.98877,06D-02G-06F-04N
